,size
Ca1 Zn2 Si2,1.3400000000000003
Cs2 Pr1 Cl5,1.50625
Co3 P2 O16,0.7452380952380951
Ba2 Ca2 Nd1 Ti2 Cu2 O12,1.069047619047619
Al2 Cu1 Mo1,1.325
Au1 I3 N1,1.2399999999999998
Ag1 Mo6 Cl13,1.165
Ce1 Cu9 Sn4,1.4142857142857146
Al1 Cu6 S1 Cl1 O19,0.8125
Zr1 Ti1 Cu1,1.4333333333333331
Zr1 Ti1 Pb2 O6,1.0150000000000001
Zr5 Te4 P2,1.3954545454545455
Yb1 Te4 Pb3,1.59375
Zr3 Al1 Co8,1.3916666666666666
Zr3 Ti1 Pb4 O12,1.0225
Y2 Mg1 S4,1.2999999999999998
Y2 In3 Sn3,1.575
W2 C1 O1,1.0
V2 Cr2 Fe1,1.3800000000000001
Tm1 Ga1 Ag1,1.5499999999999998
Sr1 Y1 Al3 O7,0.9791666666666667
Sr1 Nd1 Zn1 Ru1 O6,1.01
Sr1 Ca1,1.9
Sr3 Dy1 Mn2 O8,1.0964285714285713
Sr3 Nd1 Fe2 O8,1.1035714285714284
Sr2 Hf1 Ti1 O6,1.0550000000000002
Sr2 La2 Cr3 Mo1 O12,1.0375
Sr2 Eu2 Tl1 Ni2 O9,1.10625
Sm1 Er1 Fe4,1.5333333333333332
Sm1 Al1 Cu1,1.4833333333333332
Si1 Ge1,1.175
Sc2 C1 O1,1.125
Sb1 As1,1.2999999999999998
Rb1 Li1 Mn1 S2,1.44
Rb8 Nd1 As4 S16,1.4224137931034482
Rb2 Er1 Ti1 P3 O12,0.95
Pr1 Eu1 Cu1 S3,1.3416666666666668
Nd1 Ti1 Cd1 Sb1 O7,0.95
Nb1 Ga3 Ni12,1.3468750000000003
Na1 Y1 Ti2 O6,1.0
Na1 La1 Nb4 O12,0.9305555555555554
Na1 Ho9 Si6 O26,0.9464285714285714
Na4 Ca2 Sn1 P4,1.477272727272727
Mn1 Cr1 P2,1.2
Mn3 Ni4 Sb1,1.3812499999999999
Mn2 Ni1 Sb2 Pt1,1.4
Mg1 Ni1 O2,1.0125
Mg3 In1,1.5125
Li1 Eu1 S2,1.325
La1 Fe4 Bi3 O12,0.9774999999999999
La4 Bi4 S8 O3 F1,1.225
K1 Na1 Cl2,1.5
K1 V1 Ni1 O1 F6,0.8500000000000001
K1 Ba1 V2 Cu1 Cl1 O7,1.0461538461538462
In1 Pb1,1.675
K2 Mg5 Cu3 As6 O24,0.93125
K1 Ti6 Se8,1.3199999999999998
Gd3 S1 O1 F5,0.95
Ga2 Co6 C1,1.2666666666666666
Fe1 Re1 Pb2 O6,0.995
Fe1 Ir1,1.375
Eu1 Ga1 Au1,1.5
Eu2 Si4 Ir1 Pd3,1.365
Dy1 Ag1 Sn2,1.5625
Dy1 Bi1 Ru2 O7,0.9227272727272728
Er1 Al7 Fe5,1.3461538461538463
Dy4 Cu7 Sn11,1.4727272727272727
Cr1 Co4 Sb1 O8,0.9321428571428572
Cs4 Ga3 Fe1 S8,1.4812500000000002
Ce1 Sc1 Al4,1.4083333333333332
Cr3 Si3 Pb10 Cl2 O24,0.9976190476190474
Ce1 Al1 Cu4,1.4166666666666665
Ce3 Ge1 S2,1.4666666666666666
Cd1 Pb3 Se4,1.44375
Cs2 Zr1 Al2 Mo6 O24,0.9242857142857144
Ca1 La3 Mn4 O12,1.0225
Cd3 Co2 C12 N12,0.8120689655172414
Ba1 Sr1 Si4,1.425
Ca2 Be2 P2 O9 F1,0.85
Ca2 La1 Ga1 Fe2 O8,1.032142857142857
Ba1 Sr3 Ti4 O12,1.0474999999999999
Al1 Tl1 Si1 O4,0.95
Ba4 Dy2 Cu6 Ni1 O15,1.0910714285714285
Ba2 Mn1 Cu1 P4 O14,0.884090909090909
Al1 V1 Ni2,1.3250000000000002
As1 Br1 O1 F8,0.6272727272727272
Cs2 Bi4 Se7,1.5115384615384615
Tb2 Mg1 S4,1.2857142857142856
Ca3 As2 W10 O8,1.1304347826086956
Pr1 Sn1 Rh1,1.55
V1 B1 C1,0.9666666666666667
Nb1 Cr3 Ag2 S8,1.2035714285714285
Cr7 Fe1 O12,0.9199999999999999
Ca8 Mn3 N9,1.2225000000000001
Mn1 C2 N2,0.82
Sr2 Cr1 N2,1.34
Na1 Cd1 N1,1.3333333333333335
Li1 Fe1 N1,1.1666666666666665
Cr1 Pb1 N2,1.125
Co2 Ni1 N2,1.07
Sr2 Co1 N2,1.33
Ca3 In2 N4,1.2333333333333334
Ba4 Sn1 N4,1.4055555555555554
Mn3 In2 N4,1.1
Na1 Cu1 N1,1.2666666666666666
Ca5 Fe1 N4,1.3
Mg2 Ru1 N3,1.0416666666666667
Mn2 Ni1 N2,1.0899999999999999
Sn1 C8 N6,0.73
Zr3 Si6 N11,0.92
Ca11 Pb2 N10,1.3
Ca3 Re2 N4,1.1888888888888887
Ca4 Ti1 Mn3 O10,1.0444444444444443
Sr2 Ca6 Mn8 O23,1.0205128205128204
Ca8 Mn4 Al4 O21,1.016216216216216
Mg3 Mn2 Si4 O14,0.8739130434782608
Al1 Cu1 F5,0.7285714285714286
Er3 Pd2,1.6099999999999999
Zn1 Fe1 Si2 O6,0.855
Nd8 Al1 Si3 N3 O15,1.01
Ti2 Al1 C1,1.1875
Mg1 S1,1.25
Li2 Ti1 Ge1 O5,0.95
Rb1 U1 Cu1 S3,1.4083333333333332
Sr2 Mg1 B2 O6,0.9818181818181817
Al1 Ag1 Se2,1.2875
K2 Ge1 F6,0.961111111111111
Cs2 Ni3 Se4,1.5388888888888888
Ag3 O4,1.0285714285714285
Dy3 Si3 O10 F1,0.8852941176470589
Al3 Pd5,1.34375
Ba3 Te2 O9,1.0464285714285715
Ta5 Ge3,1.375
Ca5 Sb3,1.66875
Cs1 Ag1 Se4,1.4666666666666666
Na3 Ga1 S3,1.3857142857142857
K2 Mn1 V2 O7,1.0583333333333333
Na1 Al6 Fe3 Si6 B3 O30 F1,0.823
Mn2 P1 O4 F1,0.8374999999999999
K2 Co1 Se2 O6,1.059090909090909
Ni1 Ag2 O2,1.1500000000000001
Ba1 Ca1 V2 O7,0.9863636363636363
Pu1 O2,0.9833333333333332
Cr2 Ag1 Te4,1.4285714285714284
Sn7 Ir5,1.4083333333333334
Nd2 In1 Ge2,1.5500000000000003
Mg2 Pb1,1.6
La1 In5 Ir1,1.5785714285714285
La2 Ni1 O4,1.0928571428571427
Na1 In2 Au1,1.5625
Nd2 In1 Pd2,1.6100000000000003
Ce1 Zn1 B5 O10,0.7911764705882354
Er1 Tl1,1.825
Ti1 Sb1,1.4249999999999998
Re6 P13,1.1105263157894738
Yb1 Cu1 Bi1,1.5666666666666664
Rb2 Mn1 Cl4,1.4428571428571426
Ho6 Mn1 Bi2,1.6777777777777776
Na4 Al3 Si3 Cl1 O12,0.9760869565217392
Na2 O1,1.4
Ni1 Bi1 O3,0.9500000000000001
Cs1 H18 Ru1 N6 Cl4 O8,0.5552631578947368
Cs1 Cr1 H18 N6 Cl4 O8,0.5578947368421052
Mo1 O2,0.8833333333333333
Li1 Co2 O4,0.9357142857142857
Ni1 P2 O7,0.755
Zn1 I2,1.3833333333333333
V2 Zn4 O9,0.9
P4 Se1 O7,0.7791666666666667
Sb7 Pd20,1.412962962962963
H2 C1 N2,0.5
Ba1 Au2,1.6166666666666667
Bi1 I3 O9,0.8615384615384616
Ba1 U1 O3,1.1400000000000001
Nd1 B3 O6,0.8
Mg1 B4,0.9800000000000001
K1 N1 O3,0.93
Tm1 Mn2 Ge2,1.41
Al2 S3 O12,0.7470588235294118
Ba2 La1 Cu3 O8,1.0785714285714285
Cs1 Sm1 Cd1 Se3,1.575
Li2 Ni1 P5 O15,0.7934782608695652
Tl3 Fe2 S4,1.3888888888888888
Ta1 Te1 Cl9,1.0772727272727272
K1 Sb1 Se2,1.4875
Ce4 Co2 Sn5,1.5772727272727272
Ba1 Ir1 O3,1.06
Y2 Fe14 B1,1.414705882352941
Ag1 As1 C4 S8 N4 F6,0.7979166666666666
Cr2 S3,1.16
Ru1 Cl1 O2 F6,0.6499999999999999
Cs6 Na2 Nb6 H36 O37,0.6793103448275861
Na6 Pb1 O5,1.3
Li1 Fe1 Se2 O6,0.8749999999999999
K1 I1 O3,1.08
La3 Si2 Cl1 O8,0.9892857142857141
Nd6 S4 Br1 N3,1.2999999999999998
Mo1 S3 N2 Cl8,0.9821428571428571
K2 Zr1 Si2 O7,1.0291666666666668
Al1 S2 N1 Cl6,0.99
Cs1 Os2 O6,0.9777777777777776
Ba1 Mg1 Si1 O4,1.0214285714285714
K3 Al2 P3 O12,0.965
Zn2 In2 S5,1.2
Ag3 As1 S3,1.2785714285714285
Sb3 C2 N1 O2 F16,0.6499999999999999
Sr1 In4,1.6400000000000001
Al1 Tl1 Cl4,1.1916666666666664
Li1 In1 Ag2,1.55
Ta1 Be12,1.080769230769231
K2 W1 Cl6,1.3055555555555556
Er4 In1 Rh1,1.65
Cs2 U1 Mo1 O7,1.1454545454545455
Yb2 In1,1.6833333333333331
Nd13 Cd58,1.604929577464789
Bi1 H24 C6 I6 N3,0.55375
Li2 B4 H4 O9,0.6684210526315788
Mg3 Al2 Si3 O12,0.875
Eu1 Sn1 Pt1,1.55
Ba2 Cu3 O6,1.0863636363636362
Al2 Co3 Si3 O12,0.8525
K3 Co1 C6 N6,1.003125
Ba2 Sm1 Cu3 O6,1.15
H4 N2 O3,0.4555555555555555
Sb1 N6 Cl1,0.7937500000000001
Ta2 Cd1 Bi1,1.5125000000000002
Na1 In1 Si2 O6,0.9150000000000001
Na4 Pu1 Mo4 O16,0.9740000000000001
K1 Ti1 As1 O5,0.96875
Ba2 Na1 Cu3 O6,1.1458333333333333
Cu1 H10 S1 O9,0.4880952380952381
Ba1 Y1 Ag1 Se3,1.4999999999999998
Y3 U2 O10,0.9933333333333334
Ca6 Al6 Si3 H2 O24,0.8902439024390244
Sc2 Te3,1.48
Ba20 Nb19 Se60,1.4095959595959595
U7 Cd3 O20,0.9633333333333334
Mg1 U2 O6,0.9555555555555555
Sr1 Nd10 Se12 Cl8 O36,0.953731343283582
Na1 Ca2 V3 Co2 O12,0.9675
H1 I1,0.825
Sb1 H12 C2 N6 F5,0.47115384615384615
K1 Ho2 Cu1 Mo4 O16,0.9354166666666666
H6 Os5 Pt1 C16 O16,0.6852272727272727
H3 Ru3 C10 Cl1 O9,0.6942307692307692
H8 C2 S3 N2 O6,0.5380952380952381
Cs1 U2 O6,1.0777777777777777
Sr1 Cd2 Sb2,1.6
Li3 Ni3 O1 F7,0.8928571428571428
Li2 V1 Ni1 O4,1.0
Li2 V1 Si1 O4,0.96875
Ba3 Fe3 O8,1.1035714285714284
Li3 Ti2 Ni1 O6,1.0083333333333333
Ho2 Te1 O6,0.9444444444444444
Cs1 Li1 H4 S1 O5,0.7541666666666667
Na5 Li1 Fe2 P2 C2 O14,0.9634615384615386
Mg1 Co1 O3,0.93
Li2 Cr3 Sn1 O8,0.9535714285714285
Li2 Mn1 Si2 O6,0.918181818181818
Li1 Nb1 P1 O5,0.8625
Li3 Fe1 P2 O8,0.8964285714285714
Li3 V2 P3 O12,0.8625
Li2 Sb1 P3 O10,0.834375
Li2 Mn1 Fe1 P2 O8,0.8928571428571428
Na5 Ni8 O16,1.013793103448276
Cu2 H3 N1 O6,0.6416666666666666
Li1 Co2 P2 O8,0.8423076923076924
Li3 Fe3 B4 O12,0.8704545454545454
Na1 Ge1 P1 C1 O7,0.8136363636363635
Sr2 La1 Cl7,1.295
Ba4 Zr1 O6,1.25
Mn3 Sn1 O8,0.8708333333333333
Dy2 P4 O13,0.8052631578947369
Li3 Fe1 Si1 B1 O7,0.9153846153846154
Li2 Nb4 O11,0.8999999999999999
Li9 Cr12 Co7 O48,0.8960526315789473
Li2 Al1 Fe1 O4,0.9937500000000001
Sn1 B1 O3,0.82
Li1 Fe23 O32,0.9437499999999999
Li2 V12 O29,0.8488372093023255
Li2 Fe3 Bi1 O8,0.9642857142857142
Ti2 Sb1 P3 O12,0.8027777777777777
Ba4 Ti11 O26,0.9658536585365853
Li1 V1 Cr1 O4,0.9428571428571428
Ag1 Cl1 O3,0.88
Li8 Mn1 Fe7 B8 O24,0.9166666666666667
Fe3 O2 F4,0.8222222222222222
Yb1 Hf1 O3,1.02
Ca9 Co1 P7 O28,0.9188888888888889
Li1 Fe2 Si2 O7,0.8875
Li6 Fe1 O3 F3,1.0307692307692309
Na6 Ni2 As1 C4 O16,0.9327586206896552
K2 Pd1 F6,0.9777777777777779
Si1 Ni3,1.2875
Li4 Mn2 Cu3 O10,0.981578947368421
Pr1 Cr1 Se3,1.3399999999999999
Li1 Ta1 Rh2,1.4
Sc2 Zn1 Au1,1.475
Sc2 Tc1 Hg1,1.5125000000000002
Sc1 Sb1 Ru2,1.4125
Ru1,1.3
Ho2 Co1 Os1,1.5374999999999999
Hf1 Sc1 Ru2,1.4375
Na1 Sr1 Au2,1.625
Na1 Sr2 In1,1.8375
Mg1 Al1 Rh2,1.3625
Tm1 Mg1 Cd2,1.5875
Lu2 Ru1 Rh1,1.5375
Tm2 Ir1 Rh1,1.5499999999999998
Si1 Bi1 O3,0.9
K1 Be1 H3,0.8000000000000002
Na1 Ru3,1.425
Mg1 Tl3,1.7999999999999998
Sm1 Mg2 Sc1,1.6124999999999998
Sr1 Al1 O3,1.01
Yb1 Sm1 Pt2,1.5750000000000002
Y1 Tm1 Mg2,1.6375
Tb1 Ge1 O3,0.9600000000000001
Li1 Cu1 O2,1.0
Bi1 Au1 O2,1.0375
Mg1 Ag1 F3,0.9200000000000002
Rb1 Sr1 Cl3,1.4700000000000002
Mo1 N1,1.05
Al10 Bi6 O27,0.8906976744186047
Ca3 Fe2 Mo2 O12,0.9631578947368421
V4 Zn1 P6 O24,0.7757142857142858
Ba2 Mg3 Tl2 Ni4 O12,1.0956521739130434
Mg1 Ti1 O2,1.025
Zn1 Sb2 O5,0.90625
Cr1 W1 O6,0.79375
Cs2 Se1,2.1166666666666667
Sr3 Bi1 As1,1.75
Sr3 Bi2,1.84
Sn1 Hg1 O3,0.9500000000000001
Ba2 Cl1 F3,1.1333333333333333
Rb1 Mn1 Bi1,1.7833333333333332
K1 B1 S2 O8,0.8208333333333333
Sm1 C6,0.8642857142857143
Mn1 Al2 S4,1.1285714285714286
Tl2 Cd1 Te4,1.564285714285714
Sm1 Al2 Ni1,1.4249999999999998
Mg1 Zr1 F6,0.75625
Te1 Mo1 W1 Se2 S1,1.25
Te2 Mo3 W1 S6,1.2083333333333335
Mg6 Cd1 Co1 O8,1.04375
Be1 Ni1,1.2000000000000002
Sr1 Mg30 Zn1 O32,1.05546875
Sr1 Mg30 Cd1 O32,1.05859375
Mg3 Bi1,1.525
Sr1 Mg30 Ti1 O32,1.05625
Li1 Yb1 S2,1.3
La1 P1 Rh1,1.4333333333333331
Ti1 O1,1.0
Th1 Co5,1.4250000000000003
La5 Sm3 Co7 Cu1 O24,1.0125000000000002
Sr5 Ca3 Fe2 Co6 O24,1.0175
Ba2 Sr6 Co5 Cu3 O24,1.0375
Eu1 Si2 Pt2,1.35
Dy1 Al1 Ge1,1.4166666666666665
Eu1 Au1,1.6
Li1 Pr1 Sn2,1.5499999999999998
Th1 Se3,1.3125
Mg1 Br2 N6,0.8555555555555555
Tl3 Ir1,1.7624999999999997
Ce1 P1 Ru2 C1,1.23
Mn1 V2 Re1,1.3624999999999998
Ba2 Cd1 Ge1,1.775
Hf1 Ag1 Au2,1.4625000000000001
Ca2 Zn1 In1,1.625
Cs2 Hg1 Au1,2.0125
Y2 In1 Pb1,1.7375
Na1 Li1 Tl2,1.7625
Zn2 Ir1 Pt1,1.35
Y2 Tl1 Pb1,1.825
Al1 Cu1 S2,1.15
K1 Fe1 O3,1.08
Ti2 Ir1 Os1,1.3625
Nb2 Mo1 Rh1,1.4249999999999998
Sr1 Hf1 Mg30 O32,1.05859375
Na5 Sb1 O5,1.2227272727272727
Tm1 As1 Se1,1.3499999999999999
Th1 P2,1.2666666666666666
Ce1 Sn4 Pd2,1.4928571428571427
Zr1 P1 C1 N1 O3 F3,0.7200000000000001
Cs2 Na1 Pr1 I6,1.725
Cs1 K2 Al1 Cl6,1.425
Na2 V2 F7,0.8909090909090909
Rb2 Pd3 S4,1.4333333333333333
Na3 Li3 Fe2 P2 C2 O14,0.9365384615384615
Rb1 U1 O3,1.1800000000000002
Li4 Fe5 Ni1 O12,0.9704545454545455
Li3 Cu2 Ni5 O12,0.9545454545454544
Li2 Co3 Sn1 O8,0.9428571428571428
Y1 O2,1.0
V4 O7,0.8727272727272728
Sr1 O6,0.7999999999999999
Ca1 H16 O10,0.437037037037037
Al1 Cd1 Cu3 Se4,1.2722222222222221
Cs1,2.6
Ag1 Ir1,1.475
Ba2 Tl1 Hg1,1.9249999999999998
Be3 S1,1.0375
Co3 Os1,1.3375000000000001
Ce2 Mg1,1.7333333333333334
Ga1 Sn1 O3,0.91
Eu1 Mg1 Cd2,1.6125
Hf2 Tc1 Ni1,1.4500000000000002
Li3 La1,1.575
Lu1 Al1 Cu2,1.425
Na3 Tc1,1.6875
Rb2 Mg1,2.0666666666666664
Sr2 Ga1 Hg1,1.7
Sr1 Sm3,1.8875000000000002
Tb1 Er1 Rh2,1.55
Tm2 Ga1 Ru1,1.525
U3 Ta1,1.675
Yb3 Ce1,1.775
La1 Mn7 O12,0.9474999999999999
Ba2 Zn1 Ge2 O7,1.0291666666666666
Zr5 Ni1 Sb9,1.4766666666666666
Th1 Tl1 F5,0.8857142857142857
Hf6 Al16 Pd7,1.3482758620689657
Dy6 Zn23,1.4327586206896552
Zn2 S2 O11,0.7533333333333333
Cs1 Tm1 Si1 S4,1.35
Th1 Al20 V2,1.2826086956521738
Ta1 Tl1 V2 O8,0.9041666666666666
Th2 Te3 Mo1 O13,0.8973684210526316
Ba1 V2 H2 Se2 O11,0.7916666666666667
K1 Al1 S2 O20,0.7270833333333333
Na2 Fe1 Ni2 P3 O12,0.895
Ni3 Se3 O10,0.84375
Cs1 P2 H5 O8,0.6656249999999999
Ni1 B1 P1 O6,0.7555555555555555
Fe2 P12 W1,1.0766666666666667
Er2 Al3 Fe14,1.413157894736842
Nd6 In1 Fe13,1.5425
La2 Zr1 Se5,1.4
Ca2 P2 O11,0.8133333333333332
Ti1 C7 N12 O12,0.6656249999999999
Al1 P1 O6,0.73125
Co3 P2 H16 O16,0.5310810810810811
Ca1 P2 H8 C2 O6,0.5684210526315789
Si1,1.1
Pr2 Mg1 Si2,1.48
Y1 P1 Ru2 C1,1.22
Tb1 Si1 Pt2,1.3875000000000002
Ta3 Co1 S6,1.17
Rb1 Y1 W2 O8,0.9708333333333332
Nd1 Mg1 B5 O10,0.8
Nd1 Mn7 O12,0.9424999999999999
Na3 Tm1 Br6,1.405
Rb3 Eu1 Cl6,1.49
Mg1 Zn2 Sb2,1.42
Li4 Be3 P3 I1 O12,0.8934782608695652
Mg1 S1 O8,0.73
La1 S1 Br1,1.3666666666666665
La5 Mg41,1.5489130434782608
K4 Hg3 Ge20,1.4185185185185185
Hf1 Sb1 Pd1,1.4666666666666666
Ho3 Co2 Si7,1.3041666666666667
Co3 P1,1.2625000000000002
Al2 P3 H12 N3 O12,0.5515625
Yb1 Gd3 F12,0.821875
Y4 Mg1 S7,1.3083333333333333
Y4 Fe28 B1 C1,1.4102941176470585
Tb1 Nd1 Co4,1.5
Th14 Au51,1.446923076923077
Sr1 Ca1 S2,1.45
Sr4 Ce1 Mn5 O15,1.0339999999999998
Sm1 Mn5 Co7,1.4076923076923076
Nd6 S3 O2 F8,1.0157894736842106
Nd3 Er1 W6 O24,0.8764705882352941
Ni1 H3 C5 N1 O6,0.615625
Na8 Zr3 Si16 Sn1 H16 O52,0.7635416666666666
Na4 Ni3 Sb2 O10,1.0605263157894735
Mn1 Au3,1.3625000000000003
Li3 Ag3 Sn2,1.50625
La2 Ti2 Zn1 O8,0.9884615384615384
La3 Sm1 Fe4 O12,1.025
La1 Sm3 B24,0.9964285714285714
Hg11 I2 Br1 Cl1 O4,1.2552631578947369
Hf1 Ta1 B4,1.0666666666666667
K2 Ga1 P2 H3 O8 F2,0.7916666666666667
Gd1 Mg3 Ni8,1.425
Fe11 Si4 H12 O27,0.7222222222222221
Dy2 Ge3,1.4500000000000002
Dy2 Fe17 C1 N1,1.3642857142857143
Fe11 S12,1.191304347826087
Cs1 Ga5 Hg4 Se12,1.3136363636363635
Gd2 Ti12 Cu9 O36,0.9177966101694915
Cr1 H5 O4,0.505
Cd2 Ga1 Ag1 Se4,1.325
Bi1 Pb2 F7,0.87
Bi4 O7,0.9636363636363636
Ce4 Ni4 Bi3 Sb5,1.553125
Ce4 Si4 N6 O5,0.9842105263157894
Ba8 Sr3 Ca1 W4 O24,1.12
Al1 Cu1 P2 Se6,1.15
Pr2 Mg1 S4,1.3142857142857143
Tb2 Mg1 Se4,1.3714285714285714
Ca1 Al2 Si3 O10,0.85
Co1 S2 N2 O14,0.6868421052631579
Ta1 Cr3 Cu2 S8,1.1678571428571427
Mo1 O3,0.8125
Sr3 Ni2 N4,1.2555555555555555
Na1 Mg1 N1,1.3166666666666669
Sr1 Zr7 N10,1.0750000000000002
Cr3 Pb3 N5,1.1681818181818182
Zr1 Cr1 Ag1 S4,1.2214285714285713
Ru2 C3 N6,0.7818181818181817
Mg9 Mn2 N8,1.131578947368421
Cd1 Hg2 Te4,1.4499999999999997
Sr3 Co2 N4,1.2555555555555555
Mg2 V1 Cr3 S8,1.1821428571428572
Nb3 In1 N6,0.9800000000000001
Sr1 Ca7 Ti1 Mn7 O24,1.005
Sr1 Ca7 Ti1 Mn7 O23,1.0153846153846153
Ti2 Al2 O7,0.8636363636363635
Ba2 Al1 Tl1 V2 O7,1.103846153846154
Nd1 Mg2 Cu9,1.416666666666667
Rb2 Li1 Co1 C6 N6,0.975
Rb1 Dy2 Cu1 Se4,1.4749999999999999
Ge1 Pt3,1.3250000000000002
Na1 V1 Te1 O5,0.9437500000000001
Yb1 Ni1 O3,0.9800000000000001
Tb3 In1 N1,1.4900000000000002
Pu1 Fe2 Si2,1.35
Mg1 In2 S4,1.2285714285714286
Ce4 As3,1.5499999999999998
Lu1 Ni2,1.4833333333333334
Sc1 In1 Ni2,1.4625000000000001
Nd1 In1 Cu2,1.5250000000000001
Tb1 Sn1 Pd1,1.533333333333333
Na3 In1 Sb2,1.6416666666666666
Tb1 Fe6 Ge6,1.3576923076923078
Tb1 Fe6 Sn6,1.4500000000000002
Ce1 S2 O8,0.7863636363636364
Ce1 F3,0.8375
Mn1 Nb2 O6,0.8777777777777778
Pr1 Fe1 O3,1.01
Nd1 Sn1 Pd1,1.5666666666666667
Sn1 P2 Pb1 O8,0.8374999999999999
Ba1 V2 Cd1 O7,0.9636363636363636
In5 S4,1.3055555555555556
Te1 I1,1.4
Eu1 I2,1.5499999999999998
Bi2 Mo1 O6,0.9166666666666665
Li4 Al3 Si3 Cl1 O12,0.9152173913043478
H6 S1 N2 O4,0.47692307692307695
Ho1 H1 Se1,1.0499999999999998
Na2 Si1 H12 O9,0.5458333333333333
Ca1 P1 H1 O4,0.7785714285714285
Mn1 As1 H2 O5,0.6722222222222223
K1 H1 C1 N2,0.89
Ti1 O2,0.8666666666666666
Li1 Ti1 O2,1.0125
S2 N1,0.8833333333333333
Er1 Ag1,1.675
Mn1 P2 O7,0.76
Li2 V1 P2 O8,0.8500000000000001
La1 B6,1.0071428571428571
Ge1 Br2 F10,0.6576923076923078
Au2 O3,0.9
Cs1 Sc1 Cl3,1.44
K1 Sb2 F7,0.86
Y6 U1 O12,1.039473684210526
Na2 Te1,1.6666666666666665
Th1 Br1 N1,1.2
La1 Nb5 O14,0.8799999999999999
Sb11 F43,0.6935185185185184
Cr1 In1 Br3,1.28
K2 U1 Br5,1.4875
Mn5 As4,1.2888888888888888
K1 Mo4 O6,1.0545454545454545
Na1 Ti2 O4,0.9999999999999998
Ga4 Ge1 O8,0.8653846153846154
Li21 Si5,1.3826923076923077
Ho1 Cl1 O1,1.1166666666666665
Pr1 B1 Pd3,1.38
V1 Re2 O9,0.7875
K6 Tl2 Sb3,1.940909090909091
Tb4 Si1 Br6,1.3636363636363635
Er1 Ag2,1.65
Pr1 Mg12,1.5269230769230768
Sr1 Sn3 Pd1,1.55
Cl2 O7,0.6888888888888889
Sr3 P4 O13,0.89
Th3 B2 C3,1.15
Ba2 V3 O9,0.9821428571428572
Nd1 O3,0.9125
Ti19 Se20,1.2717948717948717
Ac2 S3,1.38
Ce1 Al1 Rh1,1.4833333333333332
Ce2 Cd1 S4,1.3214285714285714
Zr3 In1 F15,0.7210526315789474
Sm2 Hf2 O7,1.0
Nd1 P1 S4,1.1416666666666666
Ti1 O1 F2,0.75
Nb4 Ga1 S8,1.1615384615384616
Cs2 Zr1 Tl1 O1 F5,1.175
Nd1 Ag2 Ge2,1.5100000000000002
Pr1 Si2 Ni2,1.35
Y2 B5 Pd14,1.307142857142857
Co1 As1 S1,1.1666666666666665
Na5 Al3 F14,0.8977272727272727
Cs1 Na2 Si17,1.245
Nd3 Cu4 Ge4,1.4500000000000002
Ti11 Se4,1.3333333333333333
Cs1 La1 Zn1 Te3,1.6833333333333331
Tb1 Co1 C2,1.125
Pb2 C1 Br2 O3,1.0499999999999998
In1 Te1 O3 F1,0.8749999999999999
Sm1 Ge2 Rh2,1.4100000000000001
Na11 Ti10 O21,1.1047619047619048
Cr1 P4 O12,0.7411764705882353
K2 U7 O22,0.9629032258064516
As2 P2 S7,1.0272727272727273
Co1 Ni1 P4 O12,0.7722222222222221
Cs3 Fe2 F9,1.0785714285714285
K2 Ni12 As7,1.3642857142857143
Rb4 B9 Se9,1.2454545454545456
Cs2 Co1 N4 O12,0.8605263157894737
Ga1 N5 O14,0.6475
K1 Sn1,1.8250000000000002
Rb2 U3 Te2 O14,1.0071428571428571
Co2 P2 O7,0.8090909090909091
Ba1 Al2 Si2,1.37
Ba2 Pr1 Nb1 O6,1.12
Cd1 Ge1 Bi2 O6,0.9600000000000001
Cu1 Ge1 O3,0.88
La6 S4 N3 Cl1,1.332142857142857
Rb2 Y1 Ga1 Si4 O12,0.9700000000000001
K2 S2 N1 O7,0.9375
K2 Nd2 Ir1 O7,1.1375000000000002
Rb2 Mo1 As2 O9,0.9892857142857143
Sr2 Fe1 Br1 O3,1.1928571428571426
Rb1 Fe1 F4,0.9583333333333333
Cs2 Mn1 F6,1.0666666666666667
Ti3 Bi4 O12,0.9368421052631578
Na3 La1 V2 O8,1.0607142857142855
Rb1 Bi1 Mo2 O8,0.9708333333333332
Rb1 Re1 S1 O3,1.0833333333333333
Li2 Mn1 Si1 O4,0.9750000000000001
V1 H10 N2 O2 F4,0.4394736842105263
K1 Cu4 P3 O12,0.89
Hg1 Sb3 Xe1 F17,0.7204855371900826
P1 N1 F2,0.6625
Cs3 Cu1 Te1 S9,1.3964285714285714
Cs2 Al2 P2 O9,1.0066666666666666
Na3 V1 S3 O1,1.29375
Xe1 F3,0.7501704545454544
Ba1 Ca1 Ga4 O8,0.9964285714285714
Na1 Ni1 F3,0.9300000000000002
K1 Sm2 Sb3 Se8,1.3892857142857142
Li2 Ag1 Sn1,1.4875
Gd3 Cu1 Ge1 Se7,1.3375
Hg2 C1 N2 Cl2,1.0
Gd3 Cu1 Sn1 Se7,1.3541666666666665
Cu1 I1,1.375
K1 Co2 As2,1.44
Ti1 Cu2 P1,1.275
Cu1 Hg1 Se1 Cl1,1.25
Bi1 Pd1,1.5
Mo1 Cl5,1.075
Tl2 Cd1 Sn1 Te4,1.5499999999999998
Cr3 Te4,1.4
Mn1 Sb1 Se2 I1,1.3099999999999998
Sb1 I3 Br2 Cl6,1.1625
Ce1 Si2 Ir3,1.35
